Prey,Predator
Anthozoa,Microstomus pacificus
Asteroidea,Microstomus pacificus
Bivalvia,Microstomus pacificus
Caridea,Microstomus pacificus
Chionoecetes sp.,Microstomus pacificus
Crustacea,Microstomus pacificus
Echiura,Microstomus pacificus
Holothuroidea,Microstomus pacificus
No Code,Microstomus pacificus
Ophiuroidae Ophiurida,Microstomus pacificus
Osteichthyes Teleostei,Microstomus pacificus
Polychaeta,Microstomus pacificus
Unidentified organic material,Microstomus pacificus
Ammodytes hexapterus,Oncorhynchus tshawytscha
Caridea,Oncorhynchus tshawytscha
Euphausiacea,Oncorhynchus tshawytscha
No Code,Oncorhynchus tshawytscha
Teuthoidea,Oncorhynchus tshawytscha
Theragra chalcogramma,Oncorhynchus tshawytscha
Bivalvia,Pleurogrammus monopterygius
Calanoida,Pleurogrammus monopterygius
Cottidae,Pleurogrammus monopterygius
Euphausiacea,Pleurogrammus monopterygius
Gastropoda,Pleurogrammus monopterygius
No Code,Pleurogrammus monopterygius
Osteichthyes Teleostei,Pleurogrammus monopterygius
Pleuronectidae,Pleurogrammus monopterygius
Polychaeta,Pleurogrammus monopterygius
Pteropoda,Pleurogrammus monopterygius
Ronquilis jordani,Pleurogrammus monopterygius
Scyphozoa,Pleurogrammus monopterygius
Themisto sp.,Pleurogrammus monopterygius
Clypeasteridae,Pleuronectes asper
Cumacea,Pleuronectes asper
Gammaridea,Pleuronectes asper
No Code,Pleuronectes asper
Osteichthyes Teleostei,Pleuronectes asper
Polychaeta,Pleuronectes asper
Ampeliscidae,Sebastes aleutianus
Argis lar,Sebastes aleutianus
Calanoida,Sebastes aleutianus
Caridea,Sebastes aleutianus
Cephalopoda,Sebastes aleutianus
Chionoecetes bairdi,Sebastes aleutianus
Chionoecetes sp.,Sebastes aleutianus
Crangon communis,Sebastes aleutianus
Crangonidae,Sebastes aleutianus
Cumacea,Sebastes aleutianus
Cyclopteridae,Sebastes aleutianus
Eualus avinus,Sebastes aleutianus
Euphausiacea,Sebastes aleutianus
Flabellifera,Sebastes aleutianus
Gammaridea,Sebastes aleutianus
Gnathophausia gigas,Sebastes aleutianus
Hippolytidae,Sebastes aleutianus
Holmesiella anomala,Sebastes aleutianus
Isopoda,Sebastes aleutianus
Lysianassidae,Sebastes aleutianus
Meterythrops robusta,Sebastes aleutianus
Mysidae,Sebastes aleutianus
Neomysis czerniawskii,Sebastes aleutianus
Neomysis rayii,Sebastes aleutianus
No Code,Sebastes aleutianus
Non-gadoid Fish Remains,Sebastes aleutianus
Osteichthyes Teleostei,Sebastes aleutianus
Paguridae,Sebastes aleutianus
Pandalidae,Sebastes aleutianus
Pandalus borealis,Sebastes aleutianus
Pandalus montagui tridens,Sebastes aleutianus
Pandalus sp.,Sebastes aleutianus
Pinnotheridae,Sebastes aleutianus
Pleuronectidae,Sebastes aleutianus
Polychaeta,Sebastes aleutianus
Pseudomma truncatum,Sebastes aleutianus
Sagitta sp.,Sebastes aleutianus
Teuthoidea,Sebastes aleutianus
Teuthoidea oegopsida,Sebastes aleutianus
Themisto abyssorum,Sebastes aleutianus
Themisto sp.,Sebastes aleutianus
Thysanoessa inermis,Sebastes aleutianus
Acanthomysis dybowskii,Sebastes alutus
Acanthomysis pseudomacropsis,Sebastes alutus
Ampeliscidae,Sebastes alutus
Atheresthes stomias,Sebastes alutus
Calanoida,Sebastes alutus
Caridea,Sebastes alutus
Chauliodus macouni,Sebastes alutus
Chionoecetes sp.,Sebastes alutus
Crangonidae,Sebastes alutus
Cyclopteridae,Sebastes alutus
Diastylis sp.,Sebastes alutus
Euphausiacea,Sebastes alutus
Gammaridea,Sebastes alutus
Gymnosomata,Sebastes alutus
Holmesiella anomala,Sebastes alutus
Meterythrops robusta,Sebastes alutus
Mysidae,Sebastes alutus
Neocalanus cristatus,Sebastes alutus
Neomysis czerniawskii,Sebastes alutus
No Code,Sebastes alutus
Non-gadoid Fish Remains,Sebastes alutus
Octopoda,Sebastes alutus
Osteichthyes Teleostei,Sebastes alutus
Paguridae,Sebastes alutus
Pandalidae,Sebastes alutus
Pandalus borealis,Sebastes alutus
Pandalus montagui tridens,Sebastes alutus
Pandalus sp.,Sebastes alutus
Pasiphaeidaea,Sebastes alutus
Sagitta sp.,Sebastes alutus
Stenobrachius leucopsarus,Sebastes alutus
Stichaeidae,Sebastes alutus
Teuthoidea Myopsida,Sebastes alutus
Themisto sp.,Sebastes alutus
Thysanoessa inermis,Sebastes alutus
Thysanoessa raschii,Sebastes alutus
Thysanoessa spinifera,Sebastes alutus
Bathylagus stilbius,Sebastes borealis
Caridea,Sebastes borealis
No Code,Sebastes borealis
Teuthoidea,Sebastes borealis
Unidentified material,Sebastes borealis
Unidentified organic material,Sebastes borealis
Ampeliscidae,Sebastes ciliatus
Calanoida,Sebastes ciliatus
Cancer sp.,Sebastes ciliatus
Caridea,Sebastes ciliatus
Cephalopoda,Sebastes ciliatus
Euphausiacea,Sebastes ciliatus
Gammaridea,Sebastes ciliatus
Gastropoda,Sebastes ciliatus
Hippolytidae,Sebastes ciliatus
Larvacea Copelata,Sebastes ciliatus
Neocalanus cristatus,Sebastes ciliatus
Neomysis czerniawskii,Sebastes ciliatus
No Code,Sebastes ciliatus
Paguridae,Sebastes ciliatus
Pandalidae,Sebastes ciliatus
Sagitta sp.,Sebastes ciliatus
Teuthoidea oegopsida,Sebastes ciliatus
Themisto sp.,Sebastes ciliatus
Thysanoessa inermis,Sebastes ciliatus
Thysanoessa spinifera,Sebastes ciliatus
Ammodytes hexapterus,Sebastes maliger
Crangonidae,Sebastes maliger
Fishery discards,Sebastes maliger
Gammaridea,Sebastes maliger
Hippolytidae,Sebastes maliger
No Code,Sebastes maliger
Non-gadoid Fish Remains,Sebastes maliger
Overboard material,Sebastes maliger
Thaliacea,Sebastes maliger
Urochordata,Sebastes maliger
No Code,Sebastes pinniger
Atheresthes stomias,Sebastes polyspinis
Calanoida,Sebastes polyspinis
Caridea,Sebastes polyspinis
Cephalopoda,Sebastes polyspinis
Chionoecetes sp.,Sebastes polyspinis
Euphausiacea,Sebastes polyspinis
Gammaridea,Sebastes polyspinis
Gastropoda,Sebastes polyspinis
Neocalanus cristatus,Sebastes polyspinis
No Code,Sebastes polyspinis
Non-gadoid Fish Remains,Sebastes polyspinis
Paguridae,Sebastes polyspinis
Sagitta sp.,Sebastes polyspinis
Teuthoidea oegopsida,Sebastes polyspinis
Themisto sp.,Sebastes polyspinis
Thysanoessa inermis,Sebastes polyspinis
Thysanoessa spinifera,Sebastes polyspinis
No Code,Sebastes ruberrimus
Theragra chalcogramma,Sebastes ruberrimus
Euphausiacea,Sebastes variegatus
No Code,Sebastes variegatus
Scyphozoa,Sebastes variegatus
Calanoida,Sebastes zacentrus
Candacia columbiae,Sebastes zacentrus
Chaetognatha,Sebastes zacentrus
Crangonidae,Sebastes zacentrus
Euphausiacea,Sebastes zacentrus
Gammaridea,Sebastes zacentrus
Gymnosomata,Sebastes zacentrus
No Code,Sebastes zacentrus
Themisto sp.,Sebastes zacentrus
Ampelisca sp.,Sebastolobus alascanus
Ampeliscidae,Sebastolobus alascanus
Aphroditidae,Sebastolobus alascanus
Argis ovifer,Sebastolobus alascanus
Bivalvia,Sebastolobus alascanus
Calanoida,Sebastolobus alascanus
Caridea,Sebastolobus alascanus
Cherilia longipes,Sebastolobus alascanus
Chionoecetes bairdi,Sebastolobus alascanus
Crangon communis,Sebastolobus alascanus
Crangonidae,Sebastolobus alascanus
Eualus avinus,Sebastolobus alascanus
Eualus barbata,Sebastolobus alascanus
Eualus biunguis,Sebastolobus alascanus
Euphausiacea,Sebastolobus alascanus
Gammaridea,Sebastolobus alascanus
Gastropoda,Sebastolobus alascanus
Heptacarpus sp.,Sebastolobus alascanus
Hippolytidae,Sebastolobus alascanus
Holmesiella anomala,Sebastolobus alascanus
Hyas sp.,Sebastolobus alascanus
Icelinus borealis,Sebastolobus alascanus
Lithodidae,Sebastolobus alascanus
Lysianassidae,Sebastolobus alascanus
Mallotus villosus,Sebastolobus alascanus
Meterythrops robusta,Sebastolobus alascanus
Mysidae,Sebastolobus alascanus
Neomysis czerniawskii,Sebastolobus alascanus
No Code,Sebastolobus alascanus
Non-gadoid Fish Remains,Sebastolobus alascanus
Oregonia gracilis,Sebastolobus alascanus
Osteichthyes Teleostei,Sebastolobus alascanus
Paguridae,Sebastolobus alascanus
Pandalidae,Sebastolobus alascanus
Pandalus borealis,Sebastolobus alascanus
Pandalus jordani,Sebastolobus alascanus
Pandalus montagui tridens,Sebastolobus alascanus
Pandalus sp.,Sebastolobus alascanus
Pasiphaeidaea,Sebastolobus alascanus
Pinnotheridae,Sebastolobus alascanus
Polychaeta,Sebastolobus alascanus
Pseudomma truncatum,Sebastolobus alascanus
Pugettia richii,Sebastolobus alascanus
Teuthoidea,Sebastolobus alascanus
Theragra chalcogramma,Sebastolobus alascanus
Zoarcidae,Sebastolobus alascanus
Atheresthes stomias,Somniosus pacificus
Cephalopoda,Somniosus pacificus
Crangonidae,Somniosus pacificus
Fishery discards,Somniosus pacificus
Fusitriton oregonensis,Somniosus pacificus
Gadidae,Somniosus pacificus
Gastropoda,Somniosus pacificus
Hippoglossoides elassodon,Somniosus pacificus
No Code,Somniosus pacificus
Octopoda,Somniosus pacificus
Oncorhynchus sp.,Somniosus pacificus
Osteichthyes Teleostei,Somniosus pacificus
Paguridae,Somniosus pacificus
Pleuronectidae,Somniosus pacificus
Sebastes sp.,Somniosus pacificus
Teuthoidea,Somniosus pacificus
Theragra chalcogramma,Somniosus pacificus
Acanthomysis marcropsis,Theragra chalcogramma
Acanthomysis pseudomacropsis,Theragra chalcogramma
Ammodytes hexapterus,Theragra chalcogramma
Ampelisca sp.,Theragra chalcogramma
Ampeliscidae,Theragra chalcogramma
Amphipoda,Theragra chalcogramma
Amphipoda Hyperiidea,Theragra chalcogramma
Anoplagonus inermis,Theragra chalcogramma
Atelecyclidae,Theragra chalcogramma
Atheresthes stomias,Theragra chalcogramma
Bathylagidae,Theragra chalcogramma
Berryteuthis magister,Theragra chalcogramma
Bivalvia,Theragra chalcogramma
Calanoida,Theragra chalcogramma
Cancer sp.,Theragra chalcogramma
Cancridae,Theragra chalcogramma
Candacia sp.,Theragra chalcogramma
Caridea,Theragra chalcogramma
Cephalopoda,Theragra chalcogramma
Chauliodontidae,Theragra chalcogramma
Chionoecetes bairdi,Theragra chalcogramma
Chionoecetes sp.,Theragra chalcogramma
Clupea pallasi,Theragra chalcogramma
Cottidae,Theragra chalcogramma
Crangon communis,Theragra chalcogramma
Crangon sp.,Theragra chalcogramma
Crangonidae,Theragra chalcogramma
Cryptacanthodes aleutensis,Theragra chalcogramma
Ctenodiscus crispatus,Theragra chalcogramma
Cumacea,Theragra chalcogramma
Cyclopteridae,Theragra chalcogramma
Decapoda,Theragra chalcogramma
Echinoidea Clypeasteroida,Theragra chalcogramma
Echinozoa,Theragra chalcogramma
Echiurus sp.,Theragra chalcogramma
Eualus avinus,Theragra chalcogramma
Eualus barbata,Theragra chalcogramma
Eucalanus bungii,Theragra chalcogramma
Eunicida,Theragra chalcogramma
Euphausia sp.,Theragra chalcogramma
Euphausiacea,Theragra chalcogramma
Euphausiidae,Theragra chalcogramma
Euphrosinidae,Theragra chalcogramma
Fishery discards,Theragra chalcogramma
Gadidae,Theragra chalcogramma
Gadus macrocephalus,Theragra chalcogramma
Gammaridea,Theragra chalcogramma
Gastropoda,Theragra chalcogramma
Glyceriformia,Theragra chalcogramma
Gonatidae,Theragra chalcogramma
Gymnosomata,Theragra chalcogramma
Hippoglossoides elassodon,Theragra chalcogramma
Hippolytidae,Theragra chalcogramma
Holmesiella anomala,Theragra chalcogramma
Hyperiidae,Theragra chalcogramma
Isopoda,Theragra chalcogramma
Lampropidae,Theragra chalcogramma
Larvacea Copelata,Theragra chalcogramma
Leucon sp.,Theragra chalcogramma
Leuconidae,Theragra chalcogramma
Lumpenus fabricii,Theragra chalcogramma
Lumpenus maculatus,Theragra chalcogramma
Majidae,Theragra chalcogramma
Malacostraca Leptostraca,Theragra chalcogramma
Mallotus villosus,Theragra chalcogramma
Meterythrops robusta,Theragra chalcogramma
Meterythrops sp.,Theragra chalcogramma
Microstomus pacificus,Theragra chalcogramma
Mysidae,Theragra chalcogramma
Neocalanus cristatus,Theragra chalcogramma
Neomysis czerniawskii,Theragra chalcogramma
Neomysis rayii,Theragra chalcogramma
No Code,Theragra chalcogramma
No Code,Theragra chalcogramma
Non-gadoid Fish Remains,Theragra chalcogramma
Octopoda,Theragra chalcogramma
Octopodidae,Theragra chalcogramma
Oikopleura sp.,Theragra chalcogramma
Osmeridae,Theragra chalcogramma
Osteichthyes Teleostei,Theragra chalcogramma
Paguridae,Theragra chalcogramma
Pandalidae,Theragra chalcogramma
Pandalopsis sp.,Theragra chalcogramma
Pandalus borealis,Theragra chalcogramma
Pandalus goniurus,Theragra chalcogramma
Pandalus jordani,Theragra chalcogramma
Pandalus sp.,Theragra chalcogramma
Pasiphaea pacifica,Theragra chalcogramma
Pasiphaeidaea,Theragra chalcogramma
Peracarida Mysidacea,Theragra chalcogramma
Pinnixa sp.,Theragra chalcogramma
Platichthys stellatus,Theragra chalcogramma
Pleuronectidae,Theragra chalcogramma
Polychaeta,Theragra chalcogramma
Polynoidae,Theragra chalcogramma
Poroclinus rothrocki,Theragra chalcogramma
Pseudocalanus sp.,Theragra chalcogramma
Pseudomma sp.,Theragra chalcogramma
Pseudomma truncatum,Theragra chalcogramma
Pteropoda,Theragra chalcogramma
Reinhardtius hippoglossoides,Theragra chalcogramma
Reptantia,Theragra chalcogramma
Sagitta sp.,Theragra chalcogramma
Scorpaeniformes,Theragra chalcogramma
Sebastes sp.,Theragra chalcogramma
Spirontocaris arcuata,Theragra chalcogramma
Spirontocaris sp.,Theragra chalcogramma
Spisula sp.,Theragra chalcogramma
Stenobrachius leucopsarus,Theragra chalcogramma
Stichaeidae,Theragra chalcogramma
T. chalcogramma eggs,Theragra chalcogramma
Teuthoidea,Theragra chalcogramma
Teuthoidea Myopsida,Theragra chalcogramma
Thaleichthys pacificus,Theragra chalcogramma
Thecosomata,Theragra chalcogramma
Themisto pacifica,Theragra chalcogramma
Themisto sp.,Theragra chalcogramma
Theragra chalcogramma,Theragra chalcogramma
Thysanoessa inermis,Theragra chalcogramma
Thysanoessa raschii,Theragra chalcogramma
Thysanoessa spinifera,Theragra chalcogramma
Tomopteridae,Theragra chalcogramma
Unidentified eggs,Theragra chalcogramma
Unidentified organic material,Theragra chalcogramma
Zoarcidae,Theragra chalcogramma
Calanoida,Zaprora silenus
Larvacea Copelata,Zaprora silenus
Microstomus pacificus,Zaprora silenus
Mysidacea Mysida,Zaprora silenus
Scyphozoa,Zaprora silenus
Sebastes sp.,Zaprora silenus
Themisto sp.,Zaprora silenus
