,Predator,Prey
522,Carnivorous crustacea IV,Echinoid carnivores I
523,Carnivorous crustacea IV,Epifaunal bivalve carnivores II
524,Carnivorous crustacea IV,Detritivorous gastropods I
525,Carnivorous crustacea IV,Molluscivores II
526,Carnivorous crustacea IV,Molluscivores III
527,Carnivorous crustacea IV,Deposit feeders II
528,Carnivorous crustacea IV,Polychaete predators (gastropods)
529,Carnivorous crustacea IV,Cleaner crustacea I
530,Carnivorous crustacea IV,Omnivorous crustacea IX
531,Carnivorous crustacea IV,Omnivorous crustacea XI
532,Herbivorous fish I,Filamentous macroalgae
533,Herbivorous fish I,Sheet macroalgae
534,Herbivorous fish I,Coarsely branched macroalgae
535,Herbivorous fish I,Jointed calcareous macroalgae
536,Herbivorous fish I,Thick leathery macroalgae
537,Herbivorous fish I,Seagrasses
538,Herbivorous fish II,Filamentous macroalgae
539,Herbivorous fish II,Sheet macroalgae
540,Herbivorous fish II,Coarsely branched macroalgae
541,Herbivorous fish II,Jointed calcareous macroalgae
542,Herbivorous fish II,Thick leathery macroalgae
543,Herbivorous fish III,Filamentous macroalgae
544,Herbivorous fish III,Sheet macroalgae
545,Herbivorous fish III,Coarsely branched macroalgae
546,Herbivorous fish III,Jointed calcareous macroalgae
547,Herbivorous fish III,Thick leathery macroalgae
548,Herbivorous fish III,Micro-detritivores
549,Herbivorous fish IV,Filamentous macroalgae
550,Herbivorous fish IV,Sheet macroalgae
551,Herbivorous fish IV,Coarsely branched macroalgae
552,Herbivorous fish IV,Jointed calcareous macroalgae
553,Herbivorous fish IV,Thick leathery macroalgae
554,Herbivorous fish IV,Seagrasses
555,Herbivorous fish IV,Epibenthic sponges
556,Herbivorous fish IV,Endolithic sponges
557,Filefish,Filamentous macroalgae
558,Filefish,Sheet macroalgae
559,Filefish,Coarsely branched macroalgae
560,Filefish,Jointed calcareous macroalgae
561,Filefish,Thick leathery macroalgae
562,Filefish,Seagrasses
563,Filefish,Hermatypic gorgonians
564,Filefish,Ahermatypic gorgonians
565,Filefish,Benthic carnivores I
566,Filefish,Hermatypic benthic carnivores I
567,Cowfish,Filamentous macroalgae
568,Cowfish,Sheet macroalgae
569,Cowfish,Coarsely branched macroalgae
570,Cowfish,Jointed calcareous macroalgae
571,Cowfish,Thick leathery macroalgae
572,Cowfish,Seagrasses
573,Cowfish,Herbivorous micro-zooplankton
574,Cowfish,Omnivorous micro-zooplankton
575,Cowfish,Carnivorous micro-zooplankton
576,Cowfish,Carnivorous micro-zooplankton
577,Cowfish,Large omnivorous micro-zooplankton
578,Cowfish,Large omnivorous micro-zooplankton
579,Cowfish,Large carnivorous micro-zooplankton
580,Cowfish,Shallow infaunal deposit feeders I
581,Cowfish,Deep infaunal soft substrate suspension feeders
582,Cowfish,Shallow infaunal suspension feeders with chemosymbionts
583,Cowfish,Shallow infaunal soft substrate suspension feeder
584,Cowfish,Epifaunal attached soft substrate suspension feeder
585,Cowfish,Epifaunal free soft substrate suspension feeder
586,Cowfish,Echinoid carnivores I
587,Cowfish,Epifaunal bivalve carnivores II
588,Cowfish,Coral macrocrustacean IV
589,Cowfish,Molluscivores II
590,Cowfish,Molluscivores III
591,Cowfish,Epiphyte grazer I
592,Cowfish,Epibenthic sponges
593,Cowfish,Endolithic sponges
594,Angelfish,Filamentous macroalgae
595,Angelfish,Sheet macroalgae
596,Angelfish,Coarsely branched macroalgae
597,Angelfish,Jointed calcareous macroalgae
598,Angelfish,Thick leathery macroalgae
599,Angelfish,Epibenthic sponges
600,Angelfish,Benthic carnivores I
601,Angelfish,Hermatypic benthic carnivores I
602,Atlantic spadefish,Filamentous macroalgae
603,Atlantic spadefish,Sheet macroalgae
604,Atlantic spadefish,Coarsely branched macroalgae
605,Atlantic spadefish,Jointed calcareous macroalgae
606,Atlantic spadefish,Thick leathery macroalgae
607,Atlantic spadefish,Herbivorous micro-zooplankton
608,Atlantic spadefish,Omnivorous micro-zooplankton
609,Atlantic spadefish,Carnivorous micro-zooplankton
610,Atlantic spadefish,20.22
611,Atlantic spadefish,Large omnivorous micro-zooplankton
612,Atlantic spadefish,Large carnivorous micro-zooplankton
613,Atlantic spadefish,Epibenthic sponges
614,Atlantic spadefish,Hermatypic gorgonians
615,Atlantic spadefish,Ahermatypic gorgonians
616,Atlantic spadefish,Benthic carnivores I
617,Atlantic spadefish,Hermatypic benthic carnivores I
618,Angelfish,Filamentous macroalgae
619,Angelfish,Sheet macroalgae
620,Angelfish,Coarsely branched macroalgae
621,Angelfish,Jointed calcareous macroalgae
622,Angelfish,Thick leathery macroalgae
623,Angelfish,Epifaunal attached hard substrate suspension feeder
624,Angelfish,Epifaunal free hard substrate suspension feeder
625,Triggerfish,Filamentous macroalgae
626,Triggerfish,Sheet macroalgae
627,Triggerfish,Coarsely branched macroalgae
628,Triggerfish,Jointed calcareous macroalgae
629,Triggerfish,Thick leathery macroalgae
630,Triggerfish,Herbivorous micro-zooplankton
631,Triggerfish,Omnivorous micro-zooplankton
632,Triggerfish,Carnivorous micro-zooplankton
633,Triggerfish,Carnivorous micro-zooplankton
634,Triggerfish,Large omnivorous micro-zooplankton
635,Triggerfish,Large omnivorous micro-zooplankton
636,Triggerfish,Large carnivorous micro-zooplankton
637,Triggerfish,Coral macrocrustacean I
638,Triggerfish,Coral macrocrustacean II
639,Triggerfish,Coral macrocrustacean III
640,Triggerfish,Coral macrocrustacean IV
641,Triggerfish,Coral macrocrustacean V
642,Triggerfish,Coral macrocrustacean VI
643,Triggerfish,Herbivorous crustacea V
644,Triggerfish,Herbivorous crustacea VI
645,Triggerfish,Omnivorous crustacea V
646,Triggerfish,Carnivorous crustacea III
647,Triggerfish,Omnivorous crustacea VI
648,Triggerfish,Amphiroa crustacea I
649,Triggerfish,Omnivorous crustacea VII
650,Parrotfish,Filamentous macroalgae
651,Parrotfish,Sheet macroalgae
652,Parrotfish,Coarsely branched macroalgae
653,Parrotfish,Jointed calcareous macroalgae
654,Parrotfish,Thick leathery macroalgae
655,Parrotfish,Epibenthic sponges
656,Parrotfish,Endolithic sponges
657,Butterflyfish,Herbivorous micro-zooplankton
658,Butterflyfish,Omnivorous micro-zooplankton
659,Butterflyfish,Carnivorous micro-zooplankton
660,Butterflyfish,Carnivorous micro-zooplankton
661,Butterflyfish,Macroplanktonic carnivores I
662,Butterflyfish,Large omnivorous micro-zooplankton
663,Butterflyfish,Large omnivorous micro-zooplankton
664,Butterflyfish,Large carnivorous micro-zooplankton
665,Butterflyfish,Benthic carnivores I
666,Butterflyfish,Hermatypic benthic carnivores I
667,Butterflyfish,Endolithic polychaetes
668,Butterflyfish,Hermatypic gorgonians
669,Butterflyfish,Ahermatypic gorgonians
670,Butterflyfish,Ahermatypic benthic corals
671,Butterflyfish,Hermatypic coralsù
672,Butterflyfish,Ahermatypic benthic corals
673,Butterflyfish,Hermatypic coralsù
674,Butterflyfish,Endolithic polychaetes
675,Butterflyfish,Large omnivorous micro-zooplankton
676,Butterflyfish,Omnivorous crustacea VIII
677,Butterflyfish,Omnivorous crustacea XI
678,Damselfish,Filamentous macroalgae
679,Damselfish,Sheet macroalgae
680,Damselfish,Coarsely branched macroalgae
681,Damselfish,Jointed calcareous macroalgae
682,Damselfish,Thick leathery macroalgae
683,Damselfish,Ahermatypic benthic corals
684,Damselfish,Hermatypic coralsù
685,Damselfish,Omnivorous crustacea VIII
686,Damselfish,Omnivorous crustacea XI
687,Damselfish,Carnivorous ophiuroids
688,Blenny,Filamentous macroalgae
689,Blenny,Sheet macroalgae
690,Blenny,Coarsely branched macroalgae
691,Blenny,Jointed calcareous macroalgae
692,Blenny,Thick leathery macroalgae
693,Blenny,Corallivorous polychaetes
694,Blenny,Endolithic polychaetes
695,Blenny,Carnivorous ophiuroids
696,Blenny,Filamentous macroalgae
697,Blenny,Sheet macroalgae
698,Blenny,Coarsely branched macroalgae
699,Blenny,Jointed calcareous macroalgae
700,Blenny,Thick leathery macroalgae
701,Blenny,Ahermatypic benthic corals
702,Blenny,Hermatypic coralsù
703,Blenny,Omnivorous crustacea VIII
704,Blenny,Omnivorous crustacea XI
705,Blenny,Carnivorous ophiuroids
706,Blenny,Filamentous macroalgae
707,Blenny,Sheet macroalgae
708,Blenny,Coarsely branched macroalgae
709,Blenny,Jointed calcareous macroalgae
710,Blenny,Thick leathery macroalgae
711,Blenny,Herbivorous micro-zooplankton
712,Blenny,Omnivorous micro-zooplankton
713,Blenny,Carnivorous micro-zooplankton
714,Blenny,Carnivorous micro-zooplankton
715,Blenny,Macroplanktonic carnivores I
716,Blenny,Large omnivorous micro-zooplankton
717,Blenny,Large omnivorous micro-zooplankton
718,Blenny,Large carnivorous micro-zooplankton
719,Parrotfish,Filamentous macroalgae
720,Parrotfish,Sheet macroalgae
721,Parrotfish,Coarsely branched macroalgae
722,Parrotfish,Jointed calcareous macroalgae
723,Parrotfish,Thick leathery macroalgae
724,Parrotfish,Seagrasses
725,Parrotfish,Herbivorous micro-zooplankton
726,Parrotfish,Omnivorous micro-zooplankton
727,Parrotfish,Carnivorous micro-zooplankton
728,Parrotfish,Carnivorous micro-zooplankton
729,Parrotfish,Macroplanktonic carnivores I
730,Parrotfish,Large omnivorous micro-zooplankton
731,Parrotfish,Large omnivorous micro-zooplankton
732,Parrotfish,Large carnivorous micro-zooplankton
733,Trunkfish,Filamentous macroalgae
734,Trunkfish,Sheet macroalgae
735,Trunkfish,Coarsely branched macroalgae
736,Trunkfish,Jointed calcareous macroalgae
737,Trunkfish,Thick leathery macroalgae
738,Trunkfish,Seagrasses
739,Trunkfish,Spongivorous nudibranchs
740,Trunkfish,Omnivorous gastropod
741,Trunkfish,Herbivorous gastropods I
742,Trunkfish,Herbivorous gastropods II
743,Trunkfish,Herbivorous gastropods III
744,Trunkfish,Corallivorous gastropods IV
745,Trunkfish,Epifaunal bivalve carnivores I
746,Trunkfish,Sponge-anemone carnivores I
747,Trunkfish,Epifaunal bivalve carnivores II
748,Trunkfish,Detritivorous gastropods I
749,Trunkfish,Epiphyte grazer I
750,Trunkfish,Echinoid carnivores I
751,Trunkfish,Herbivorous gastropods IV
752,Herring,Filamentous macroalgae
753,Herring,Sheet macroalgae
754,Herring,Coarsely branched macroalgae
755,Herring,Jointed calcareous macroalgae
756,Herring,Thick leathery macroalgae
757,Herring,Seagrasses
758,Herring,Herbivorous micro-zooplankton
759,Herring,Omnivorous micro-zooplankton
760,Herring,Carnivorous micro-zooplankton
761,Herring,Carnivorous micro-zooplankton
762,Herring,Macroplanktonic carnivores I
763,Herring,Large omnivorous micro-zooplankton
764,Herring,Large omnivorous micro-zooplankton
765,Herring,Large carnivorous micro-zooplankton
766,Herring,Corallivorous polychaetes
767,Trunkfish,Filamentous macroalgae
768,Trunkfish,Sheet macroalgae
769,Trunkfish,Coarsely branched macroalgae
770,Trunkfish,Jointed calcareous macroalgae
771,Trunkfish,Thick leathery macroalgae
772,Trunkfish,Seagrasses
773,Trunkfish,Epibenthic sponges
774,Trunkfish,Spongivorous nudibranchs
775,Trunkfish,Omnivorous gastropod
776,Trunkfish,Herbivorous gastropods I
777,Trunkfish,Herbivorous gastropods II
778,Trunkfish,Herbivorous gastropods III
779,Trunkfish,Herbivorous gastropods IV
780,Trunkfish,Corallivorous gastropods IV
781,Trunkfish,Echinoid carnivores I
782,Trunkfish,Epifaunal bivalve carnivores I
783,Trunkfish,Sponge-anemone carnivores I
784,Trunkfish,Epifaunal bivalve carnivores II
785,Trunkfish,Detritivorous gastropods I
786,Trunkfish,Epiphyte grazer I
787,Trunkfish,Corallivorous polychaetes
788,Trunkfish,Deposit feeders II
789,Pilotfish,Filamentous macroalgae
790,Pilotfish,Sheet macroalgae
791,Pilotfish,Coarsely branched macroalgae
792,Pilotfish,Jointed calcareous macroalgae
793,Pilotfish,Thick leathery macroalgae
794,Pilotfish,Seagrasses
795,Pilotfish,Benthic carnivores I
796,Pilotfish,Large omnivorous micro-zooplankton
797,Pufferfish,Filamentous macroalgae
798,Pufferfish,Sheet macroalgae
799,Pufferfish,Coarsely branched macroalgae
800,Pufferfish,Jointed calcareous macroalgae
801,Pufferfish,Thick leathery macroalgae
802,Pufferfish,Seagrasses
803,Pufferfish,Herbivorous micro-zooplankton
804,Pufferfish,Omnivorous micro-zooplankton
805,Pufferfish,Carnivorous micro-zooplankton
806,Pufferfish,Carnivorous micro-zooplankton
807,Pufferfish,Macroplanktonic carnivores I
808,Pufferfish,Large omnivorous micro-zooplankton
809,Pufferfish,Large omnivorous micro-zooplankton
810,Pufferfish,Large carnivorous micro-zooplankton
811,Pufferfish,Epibenthic sponges
812,Pufferfish,Endolithic sponges
813,Pufferfish,Hermatypic coralsù
814,Pufferfish,Spongivorous nudibranchs
815,Pufferfish,Omnivorous gastropod
816,Pufferfish,Herbivorous gastropods I
817,Pufferfish,Herbivorous gastropods II
818,Pufferfish,Herbivorous gastropods III
819,Pufferfish,Herbivorous gastropods IV
820,Pufferfish,Corallivorous gastropods IV
821,Pufferfish,Epifaunal bivalve carnivores I
822,Pufferfish,Sponge-anemone carnivores I
823,Pufferfish,Epifaunal bivalve carnivores II
824,Pufferfish,Detritivorous gastropods I
825,Pufferfish,Epiphyte grazer I
826,Pufferfish,Echinoid carnivores I
827,Pufferfish,Epifaunal attached hard substrate suspension feeder
828,Pufferfish,Epifaunal free hard substrate suspension feeder
829,Pufferfish,Shallow infaunal deposit feeders I
830,Pufferfish,Deep infaunal soft substrate suspension feeders
831,Pufferfish,Shallow infaunal suspension feeders with chemosymbionts
832,Pufferfish,Shallow infaunal soft substrate suspension feeder
833,Pufferfish,Epifaunal attached soft substrate suspension feeder
834,Pufferfish,Infaunal hard substrate suspension feeders
835,Pufferfish,Epifaunal free soft substrate suspension feeder
836,Pufferfish,Filamentous macroalgae
837,Pufferfish,Sheet macroalgae
838,Pufferfish,Coarsely branched macroalgae
839,Pufferfish,Jointed calcareous macroalgae
840,Pufferfish,Thick leathery macroalgae
841,Pufferfish,Seagrasses
842,Pufferfish,Herbivorous micro-zooplankton
843,Pufferfish,Omnivorous micro-zooplankton
844,Pufferfish,Carnivorous micro-zooplankton
845,Pufferfish,Carnivorous micro-zooplankton
846,Pufferfish,Macroplanktonic carnivores I
847,Pufferfish,Large omnivorous micro-zooplankton
848,Pufferfish,Large omnivorous micro-zooplankton
849,Pufferfish,Large carnivorous micro-zooplankton
850,Pufferfish,Spongivorous nudibranchs
851,Pufferfish,Omnivorous gastropod
852,Pufferfish,Herbivorous gastropods I
853,Pufferfish,Herbivorous gastropods II
854,Pufferfish,Herbivorous gastropods III
855,Pufferfish,Herbivorous gastropods IV
856,Pufferfish,Corallivorous gastropods IV
857,Pufferfish,Epifaunal bivalve carnivores I
858,Pufferfish,Sponge-anemone carnivores I
859,Pufferfish,Epifaunal bivalve carnivores II
860,Pufferfish,Detritivorous gastropods I
861,Pufferfish,Epiphyte grazer I
862,Pufferfish,Echinoid carnivores I
863,Pufferfish,Epifaunal attached hard substrate suspension feeder
864,Pufferfish,Epifaunal free hard substrate suspension feeder
865,Pufferfish,Shallow infaunal deposit feeders I
866,Pufferfish,Deep infaunal soft substrate suspension feeders
867,Pufferfish,Shallow infaunal suspension feeders with chemosymbionts
868,Pufferfish,Shallow infaunal soft substrate suspension feeder
869,Pufferfish,Epifaunal attached soft substrate suspension feeder
870,Pufferfish,Infaunal hard substrate suspension feeders
871,Pufferfish,Epifaunal free soft substrate suspension feeder
872,Pufferfish,Corallivorous polychaetes
873,Pufferfish,Deposit feeders II
874,Pufferfish,Endolithic polychaetes
875,Pufferfish,Cleaner crustacea I
876,Pufferfish,Carnivorous crustacea IV
877,Pufferfish,Coral macrocrustacean I
878,Pufferfish,Coral macrocrustacean II
879,Pufferfish,Coral macrocrustacean III
880,Pufferfish,Coral macrocrustacean IV
881,Pufferfish,Coral macrocrustacean V
882,Pufferfish,Coral macrocrustacean VI
883,Pufferfish,Herbivorous crustacea V
884,Pufferfish,Herbivorous crustacea VI
885,Pufferfish,Omnivorous crustacea V
886,Pufferfish,Carnivorous crustacea III
887,Pufferfish,Omnivorous crustacea VI
888,Pufferfish,Amphiroa crustacea I
889,Pufferfish,Omnivorous crustacea VII
890,Pufferfish,Herbivorous crustacea I
891,Pufferfish,Herbivorous crustacea II
892,Pufferfish,Herbivorous crustacea III
893,Pufferfish,Omnivorous crustacea I (=81)
894,Pufferfish,Omnivorous crustacea II
895,Pufferfish,Omnivorous crustacea III
896,Pufferfish,Carnivorous crustacea I
897,Pufferfish,Carnivorous crustacea II
898,Pufferfish,Omnivorous crustacea IV
899,Pufferfish,Herbivorous crustacea IV
900,Pufferfish,Herbivorous crustacea V
901,Pufferfish,Herbivorous crustacea VI
902,Pufferfish,Omnivorous crustacea V
903,Pufferfish,Carnivorous crustacea III
904,Pufferfish,Omnivorous crustacea VI
905,Pufferfish,Amphiroa crustacea I
906,Pufferfish,Amphiroa crustacea II
907,Pufferfish,Omnivorous crustacea VII
908,Pufferfish,Omnivorous crustacea VIII
909,Pufferfish,Omnivorous crustacea IX
910,Pufferfish,Omnivorous crustacea X
911,Pufferfish,Omnivorous crustacea XI
912,Pufferfish,Carnivorous crustacea IV
913,Pufferfish,Molluscivorous crustacea II
914,Filefish,Filamentous macroalgae
915,Filefish,Sheet macroalgae
916,Filefish,Coarsely branched macroalgae
917,Filefish,Jointed calcareous macroalgae
918,Filefish,Thick leathery macroalgae
919,Filefish,Seagrasses
920,Filefish,Herbivorous micro-zooplankton
921,Filefish,Omnivorous micro-zooplankton
922,Filefish,Carnivorous micro-zooplankton
923,Filefish,Carnivorous micro-zooplankton
924,Filefish,Macroplanktonic carnivores I
925,Filefish,Large omnivorous micro-zooplankton
926,Filefish,Large omnivorous micro-zooplankton
927,Filefish,Large carnivorous micro-zooplankton
928,Filefish,Spongivorous nudibranchs
929,Filefish,Omnivorous gastropod
930,Filefish,Herbivorous gastropods I
931,Filefish,Herbivorous gastropods II
932,Filefish,Herbivorous gastropods III
933,Filefish,Herbivorous gastropods IV
934,Filefish,Corallivorous gastropods IV
935,Filefish,Epifaunal bivalve carnivores I
936,Filefish,Sponge-anemone carnivores I
937,Filefish,Epifaunal bivalve carnivores II
938,Filefish,Detritivorous gastropods I
939,Filefish,Epiphyte grazer I
940,Filefish,Echinoid carnivores I
941,Filefish,Epifaunal attached hard substrate suspension feeder
942,Filefish,Epifaunal free hard substrate suspension feeder
943,Filefish,Shallow infaunal deposit feeders I
944,Filefish,Deep infaunal soft substrate suspension feeders
945,Filefish,Shallow infaunal suspension feeders with chemosymbionts
946,Filefish,Shallow infaunal soft substrate suspension feeder
947,Filefish,Epifaunal attached hard substrate suspension feeder
948,Filefish,Epifaunal attached soft substrate suspension feeder
949,Filefish,Epifaunal free hard substrate suspension feeder
950,Filefish,Infaunal hard substrate suspension feeders
951,Filefish,Epifaunal free soft substrate suspension feeder
952,Filefish,Corallivorous polychaetes
953,Filefish,Deposit feeders II
954,Filefish,Endolithic polychaetes
955,Filefish,Omnivorous crustacea VIII
956,Filefish,Omnivorous crustacea XI
957,Filefish,Cleaner crustacea I
958,Filefish,Omnivorous crustacea IX
959,Filefish,Omnivorous crustacea XI
960,Goby,Filamentous macroalgae
961,Goby,Sheet macroalgae
962,Goby,Coarsely branched macroalgae
963,Goby,Jointed calcareous macroalgae
964,Goby,Thick leathery macroalgae
965,Goby,Seagrasses
966,Goby,Herbivorous micro-zooplankton
967,Goby,Omnivorous micro-zooplankton
968,Goby,Carnivorous micro-zooplankton
969,Goby,Carnivorous micro-zooplankton
970,Goby,Macroplanktonic carnivores I
971,Goby,Large omnivorous micro-zooplankton
972,Goby,Large omnivorous micro-zooplankton
973,Goby,Large carnivorous micro-zooplankton
974,Goby,Shallow infaunal deposit feeders I
975,Goby,Shallow infaunal suspension feeders with chemosymbionts
976,Goby,Shallow infaunal soft substrate suspension feeder
977,Goby,Epifaunal attached hard substrate suspension feeder
978,Goby,Epifaunal attached soft substrate suspension feeder
979,Goby,Carnivorous ophiuroids
980,Slippery dick,Epifaunal bivalve carnivores II
981,Slippery dick,Detritivorous gastropods I
982,Slippery dick,Epiphyte grazer I
983,Slippery dick,Echinoid carnivores I
984,Slippery dick,Herbivorous gastropods IV
985,Slippery dick,Shallow infaunal deposit feeders I
986,Slippery dick,Deep infaunal soft substrate suspension feeders
987,Slippery dick,Shallow infaunal suspension feeders with chemosymbionts
988,Slippery dick,Shallow infaunal soft substrate suspension feeder
989,Slippery dick,Epifaunal attached hard substrate suspension feeder
990,Slippery dick,Epifaunal attached soft substrate suspension feeder
991,Slippery dick,Epifaunal free hard substrate suspension feeder
992,Slippery dick,Infaunal hard substrate suspension feeders
993,Slippery dick,Epifaunal free soft substrate suspension feeder
994,Slippery dick,Deposit feeders II
995,Slippery dick,Stomatopods I
996,Slippery dick,Cleaner crustacea I
997,Slippery dick,Omnivorous crustacea II
998,Slippery dick,Omnivorous crustacea III
999,Slippery dick,Carnivorous crustacea I
1000,Slippery dick,Carnivorous crustacea II
1001,Slippery dick,Omnivorous crustacea IV
1002,Slippery dick,Herbivorous crustacea IV
1003,Slippery dick,Herbivorous crustacea V
1004,Slippery dick,Herbivorous crustacea VI
1005,Slippery dick,Omnivorous crustacea V
1006,Slippery dick,Carnivorous crustacea III
1007,Slippery dick,Omnivorous crustacea VI
1008,Slippery dick,Amphiroa crustacea I
1009,Slippery dick,Amphiroa crustacea II
1010,Slippery dick,Omnivorous crustacea VII
1011,Slippery dick,Omnivorous crustacea VIII
1012,Slippery dick,Omnivorous crustacea IX
1013,Slippery dick,Omnivorous crustacea X
1014,Slippery dick,Omnivorous crustacea XI
1015,Slippery dick,Carnivorous crustacea IV
1016,Slippery dick,Carnivorous ophiuroids
1017,Slippery dick,Diadema
1018,Slippery dick,Tripneustes
1019,Slippery dick,Eucidaris
1020,Slippery dick,Echinometra
1021,Slippery dick,Lytechinus
1022,Slippery dick,Deposit feeders I
1023,Stomatopods I,Cleaner crustacea I
1024,Stomatopods I,Omnivorous crustacea IX
1025,Stomatopods I,Omnivorous crustacea XI
1026,Stomatopods I,Deposit feeders II
1027,Stomatopods I,Pilotfish
1028,Stomatopods I,Goby
1029,Squirrelfish,Herbivorous micro-zooplankton
1030,Squirrelfish,Omnivorous micro-zooplankton
1031,Squirrelfish,Carnivorous micro-zooplankton
1032,Squirrelfish,Carnivorous micro-zooplankton
1033,Squirrelfish,Macroplanktonic carnivores I
1034,Squirrelfish,Large omnivorous micro-zooplankton
1035,Squirrelfish,Large omnivorous micro-zooplankton
1036,Squirrelfish,Large carnivorous micro-zooplankton
1037,Squirrelfish,Deposit feeders II
1038,Squirrelfish,Cleaner crustacea I
1039,Squirrelfish,Herbivorous crustacea I
1040,Squirrelfish,Herbivorous crustacea II
1041,Squirrelfish,Herbivorous crustacea III
1042,Squirrelfish,Omnivorous crustacea II
1043,Squirrelfish,Omnivorous crustacea III
1044,Squirrelfish,Carnivorous crustacea I
1045,Squirrelfish,Carnivorous crustacea II
1046,Squirrelfish,Omnivorous crustacea IV
1047,Squirrelfish,Herbivorous crustacea IV
1048,Squirrelfish,Herbivorous crustacea V
1049,Squirrelfish,Herbivorous crustacea VI
1050,Squirrelfish,Omnivorous crustacea V
1051,Squirrelfish,Carnivorous crustacea III
1052,Squirrelfish,Omnivorous crustacea VI
1053,Squirrelfish,Amphiroa crustacea I
1054,Squirrelfish,Amphiroa crustacea II
1055,Squirrelfish,Omnivorous crustacea VII
1056,Squirrelfish,Omnivorous crustacea VIII
1057,Squirrelfish,Omnivorous crustacea IX
1058,Squirrelfish,Omnivorous crustacea X
1059,Squirrelfish,Omnivorous crustacea XI
1060,Squirrelfish,Carnivorous crustacea IV
1061,Squirrelfish,Herbivorous micro-zooplankton
1062,Squirrelfish,Omnivorous micro-zooplankton
1063,Squirrelfish,Carnivorous micro-zooplankton
1064,Squirrelfish,Carnivorous micro-zooplankton
1065,Squirrelfish,Epifaunal bivalve carnivores II
1066,Squirrelfish,Detritivorous gastropods I
1067,Squirrelfish,Epiphyte grazer I
1068,Squirrelfish,Echinoid carnivores I
1069,Squirrelfish,Herbivorous gastropods IV
1070,Squirrelfish,Deposit feeders II
1071,Squirrelfish,Cleaner crustacea I
1072,Squirrelfish,Herbivorous crustacea I
1073,Squirrelfish,Herbivorous crustacea II
1074,Squirrelfish,Herbivorous crustacea III
1075,Squirrelfish,Omnivorous crustacea I (=81)
1076,Squirrelfish,Omnivorous crustacea II
1077,Squirrelfish,Omnivorous crustacea III
1078,Squirrelfish,Molluscivorous crustacea III
1079,Squirrelfish,Carnivorous crustacea I
1080,Squirrelfish,Carnivorous crustacea II
1081,Squirrelfish,Omnivorous crustacea IV
1082,Squirrelfish,Herbivorous crustacea IV
1083,Squirrelfish,Herbivorous crustacea V
1084,Squirrelfish,Herbivorous crustacea VI
1085,Squirrelfish,Omnivorous crustacea V
1086,Squirrelfish,Carnivorous crustacea III
1087,Squirrelfish,Omnivorous crustacea VI
1088,Squirrelfish,Amphiroa crustacea I
1089,Squirrelfish,Amphiroa crustacea II
1090,Squirrelfish,Omnivorous crustacea VII
1091,Squirrelfish,Omnivorous crustacea VIII
1092,Squirrelfish,Omnivorous crustacea IX
1093,Squirrelfish,Omnivorous crustacea X
1094,Squirrelfish,Omnivorous crustacea XI
1095,Squirrelfish,Carnivorous crustacea IV
1096,Grunt,Herbivorous micro-zooplankton
1097,Grunt,Omnivorous micro-zooplankton
1098,Grunt,Carnivorous micro-zooplankton
1099,Grunt,Carnivorous micro-zooplankton
1100,Grunt,Macroplanktonic carnivores I
1101,Grunt,Large omnivorous micro-zooplankton
1102,Grunt,Large omnivorous micro-zooplankton
1103,Grunt,Large carnivorous micro-zooplankton
1104,Grunt,Epifaunal bivalve carnivores II
1105,Grunt,Detritivorous gastropods I
1106,Grunt,Epiphyte grazer I
1107,Grunt,Echinoid carnivores I
1108,Grunt,Herbivorous gastropods IV
1109,Grunt,Shallow infaunal deposit feeders I
1110,Grunt,Deep infaunal soft substrate suspension feeders
1111,Grunt,Shallow infaunal suspension feeders with chemosymbionts
1112,Grunt,Shallow infaunal soft substrate suspension feeder
1113,Grunt,Epifaunal attached hard substrate suspension feeder
1114,Grunt,Epifaunal attached soft substrate suspension feeder
1115,Grunt,Epifaunal free hard substrate suspension feeder
1116,Grunt,Infaunal hard substrate suspension feeders
1117,Grunt,Epifaunal free soft substrate suspension feeder
1118,Grunt,Cleaner crustacea I
1119,Grunt,Herbivorous crustacea I
1120,Grunt,Herbivorous crustacea II
1121,Grunt,Herbivorous crustacea III
1122,Grunt,Omnivorous crustacea II
1123,Grunt,Omnivorous crustacea III
1124,Grunt,Carnivorous crustacea I
1125,Grunt,Carnivorous crustacea II
1126,Grunt,Omnivorous crustacea IV
1127,Grunt,Herbivorous crustacea IV
1128,Grunt,Herbivorous crustacea V
1129,Grunt,Herbivorous crustacea VI
1130,Grunt,Omnivorous crustacea V
1131,Grunt,Carnivorous crustacea III
1132,Grunt,Omnivorous crustacea VI
1133,Grunt,Amphiroa crustacea I
1134,Grunt,Amphiroa crustacea II
1135,Grunt,Omnivorous crustacea VII
1136,Grunt,Omnivorous crustacea VIII
1137,Grunt,Omnivorous crustacea IX
1138,Grunt,Omnivorous crustacea X
1139,Grunt,Omnivorous crustacea XI
1140,Grunt,Carnivorous crustacea IV
1141,Grunt,Macroplanktonic herbivores I
1142,Squirrelfish,Herbivorous micro-zooplankton
1143,Squirrelfish,Omnivorous micro-zooplankton
1144,Squirrelfish,Carnivorous micro-zooplankton
1145,Squirrelfish,Carnivorous micro-zooplankton
1146,Squirrelfish,Macroplanktonic carnivores I
1147,Squirrelfish,Large omnivorous micro-zooplankton
1148,Squirrelfish,Large omnivorous micro-zooplankton
1149,Squirrelfish,Large carnivorous micro-zooplankton
