,Predator,Prey
844, Pufferfish                          , Macroplanktonic carnivores I                 
845, Pufferfish                          , Large omnivorous micro-zooplankton              
846, Pufferfish                          , Large omnivorous micro-zooplankton              
847, Pufferfish                          , Large carnivorous micro-zooplankton             
848, Pufferfish                          , Epibenthic sponges                      
849, Pufferfish                          , Endolithic sponges                      
850, Pufferfish                          , Hermatypic coralsù                   
851, Pufferfish                          , Spongivorous nudibranchs                   
852, Pufferfish                          , Omnivorous gastropod                     
853, Pufferfish                          , Herbivorous gastropods I                   
854, Pufferfish                          , Herbivorous gastropods II                  
855, Pufferfish                          , Herbivorous gastropods III                  
856, Pufferfish                          , Herbivorous gastropods IV                  
857, Pufferfish                          , Corallivorous gastropods IV                 
858, Pufferfish                          , Epifaunal bivalve carnivores I                
859, Pufferfish                          , Sponge-anemone carnivores I                 
860, Pufferfish                          , Epifaunal bivalve carnivores II               
861, Pufferfish                          , Detritivorous gastropods I                  
862, Pufferfish                          , Epiphyte grazer I                      
863, Pufferfish                          , Echinoid carnivores I                    
864, Pufferfish                          , Epifaunal attached hard substrate suspension feeder 
865, Pufferfish                          , Epifaunal free hard substrate suspension feeder   
866, Pufferfish                          , Shallow infaunal deposit feeders I              
867, Pufferfish                          , Deep infaunal soft substrate suspension feeder    
868, Pufferfish                          , Shallow infaunal suspension feeders with chemosymbionts   
869, Pufferfish                          , Shallow infaunal soft substrate suspension feeder     
870, Pufferfish                          , Epifaunal attached soft substrate suspension feeder 
871, Pufferfish                          , Infaunal hard substrate suspension feeder        
872, Pufferfish                          , Epifaunal free soft substrate suspension feeder   
873, Pufferfish                          , Filamentous macroalgae                    
874, Pufferfish                          , Sheet macroalgae                       
875, Pufferfish                          , Coarsely branched macroalgae                 
876, Pufferfish                          , Jointed calcareous macroalgae                
877, Pufferfish                          , Thick leathery macroalgae                  
878, Pufferfish                          , Seagrasses                          
879, Pufferfish                          , Herbivorous micro-zooplankton                
880, Pufferfish                          , Omnivorous micro-zooplankton                 
881, Pufferfish                          , Carnivorous micro-zooplankton                
882, Pufferfish                          , Carnivorous micro-zooplankton                
883, Pufferfish                          , Macroplanktonic carnivores I                 
884, Pufferfish                          , Large omnivorous micro-zooplankton              
885, Pufferfish                          , Large omnivorous micro-zooplankton              
886, Pufferfish                          , Large carnivorous micro-zooplankton             
887, Pufferfish                          , Spongivorous nudibranchs                   
888, Pufferfish                          , Omnivorous gastropod                     
889, Pufferfish                          , Herbivorous gastropods I                   
890, Pufferfish                          , Herbivorous gastropods II                  
891, Pufferfish                          , Herbivorous gastropods III                  
892, Pufferfish                          , Herbivorous gastropods IV                  
893, Pufferfish                          , Corallivorous gastropods IV                 
894, Pufferfish                          , Epifaunal bivalve carnivores I                
895, Pufferfish                          , Sponge-anemone carnivores I                 
896, Pufferfish                          , Epifaunal bivalve carnivores II               
897, Pufferfish                          , Detritivorous gastropods I                  
898, Pufferfish                          , Epiphyte grazer I                      
899, Pufferfish                          , Echinoid carnivores I                    
900, Pufferfish                          , Epifaunal attached hard substrate suspension feeder 
901, Pufferfish                          , Epifaunal free hard substrate suspension feeder   
902, Pufferfish                          , Shallow infaunal deposit feeders I              
903, Pufferfish                          , Deep infaunal soft substrate suspension feeder    
904, Pufferfish                          , Shallow infaunal suspension feeders with chemosymbionts   
905, Pufferfish                          , Shallow infaunal soft substrate suspension feeder     
906, Pufferfish                          , Epifaunal attached soft substrate suspension feeder 
907, Pufferfish                          , Infaunal hard substrate suspension feeder        
908, Pufferfish                          , Epifaunal free soft substrate suspension feeder   
909, Pufferfish                          , Corallivorous polychaetes                  
910, Pufferfish                          , Deposit feeders II                      
911, Pufferfish                          , Endolithic polychaetes                    
912, Pufferfish                          , Cleaner crustacea I                     
913, Pufferfish                          , Carnivorous crustacea IV                   
914, Pufferfish                          , Coral macrocrustacean I                   
915, Pufferfish                          , Coral macrocrustacean II                   
916, Pufferfish                          , Coral macrocrustacean III                  
917, Pufferfish                          , Coral macrocrustacean IV                   
918, Pufferfish                          , Coral macrocrustacean V                   
919, Pufferfish                          , Coral macrocrustacean VI 
920, Pufferfish                          , Herbivorous crustacea V                   
921, Pufferfish                          , Herbivorous crustacea VI                   
922, Pufferfish                          , Omnivorous crustacea V                    
923, Pufferfish                          , Carnivorous crustacea III                  
924, Pufferfish                          , Omnivorous crustacea VI                   
925, Pufferfish                          , Amphiroa crustacea I                     
926, Pufferfish                          , Omnivorous crustacea VII                   
927, Pufferfish                          , Herbivorous crustacea I                   
928, Pufferfish                          , Herbivorous crustacea II                   
929, Pufferfish                          , Herbivorous crustacea III                  
930, Pufferfish                          , Omnivorous crustacea I (=81)                 
931, Pufferfish                          , Omnivorous crustacea II                   
932, Pufferfish                          , Omnivorous crustacea III                   
933, Pufferfish                          , Carnivorous crustacea I                   
934, Pufferfish                          , Carnivorous crustacea II                   
935, Pufferfish                          , Omnivorous crustacea IV                   
936, Pufferfish                          , Herbivorous crustacea IV                   
937, Pufferfish                          , Herbivorous crustacea V                   
938, Pufferfish                          , Herbivorous crustacea VI                   
939, Pufferfish                          , Omnivorous crustacea V                    
940, Pufferfish                          , Carnivorous crustacea III                  
941, Pufferfish                          , Omnivorous crustacea VI                   
942, Pufferfish                          , Amphiroa crustacea I                     
943, Pufferfish                          , Amphiroa crustacea II                    
944, Pufferfish                          , Omnivorous crustacea VII                   
945, Pufferfish                          , Omnivorous crustacea VIII                  
946, Pufferfish                          , Omnivorous crustacea IX                   
947, Pufferfish                          , Omnivorous crustacea X                    
948, Pufferfish                          , Omnivorous crustacea XI                   
949, Pufferfish                          , Carnivorous crustacea IV                   
950, Pufferfish                          , Molluscivorous crustacea II                 
951, Goby                             , Filamentous macroalgae                    
952, Goby                             , Sheet macroalgae                       
953, Goby                             , Coarsely branched macroalgae                 
954, Goby                             , Jointed calcareous macroalgae                
955, Goby                             , Thick leathery macroalgae                  
956, Goby                             , Seagrasses                          
957, Goby                             , Herbivorous micro-zooplankton                
958, Goby                             , Omnivorous micro-zooplankton                 
959, Goby                             , Carnivorous micro-zooplankton                
960, Goby                             , Carnivorous micro-zooplankton                
961, Goby                             , Macroplanktonic carnivores I                 
962, Goby                             , Large omnivorous micro-zooplankton              
963, Goby                             , Large omnivorous micro-zooplankton              
964, Goby                             , Large carnivorous micro-zooplankton             
965, Goby                             , Shallow infaunal deposit feeders I              
966, Goby                             , Shallow infaunal suspension feeders with chemosymbionts   
967, Goby                             , Shallow infaunal soft substrate suspension feeder     
968, Goby                             , Epifaunal attached hard substrate suspension feeder 
969, Goby                             , Epifaunal attached soft substrate suspension feeder 
970, Goby                             , Carnivorous ophiuroids                    
971, Slippery dick                        , Epifaunal bivalve carnivores II               
972, Slippery dick                        , Detritivorous gastropods I                  
973, Slippery dick                        , Epiphyte grazer I                      
974, Slippery dick                        , Echinoid carnivores I                    
975, Slippery dick                        , Herbivorous gastropods IV                  
976, Slippery dick                        , Shallow infaunal deposit feeders I              
977, Slippery dick                        , Deep infaunal soft substrate suspension feeder    
978, Slippery dick                        , Shallow infaunal suspension feeders with chemosymbionts   
979, Slippery dick                        , Shallow infaunal soft substrate suspension feeder     
980, Slippery dick                        , Epifaunal attached hard substrate suspension feeder 
981, Slippery dick                        , Epifaunal attached soft substrate suspension feeder 
982, Slippery dick                        , Epifaunal free hard substrate suspension feeder   
983, Slippery dick                        , Infaunal hard substrate suspension feeder        
984, Slippery dick                        , Epifaunal free soft substrate suspension feeder   
985, Slippery dick                        , Deposit feeders II                      
986, Slippery dick                        , Stomatopods I                        
987, Slippery dick                        , Cleaner crustacea I                     
988, Slippery dick                        , Omnivorous crustacea II                   
989, Slippery dick                        , Omnivorous crustacea III                   
990, Slippery dick                        , Carnivorous crustacea I                   
991, Slippery dick                        , Carnivorous crustacea II                   
992, Slippery dick                        , Omnivorous crustacea IV                   
993, Slippery dick                        , Herbivorous crustacea IV                   
994, Slippery dick                        , Herbivorous crustacea V                   
995, Slippery dick                        , Herbivorous crustacea VI                   
996, Slippery dick                        , Omnivorous crustacea V                    
997, Slippery dick                        , Carnivorous crustacea III                  
998, Slippery dick                        , Omnivorous crustacea VI                   
999, Slippery dick                        , Amphiroa crustacea I                     
1000, Slippery dick                        , Amphiroa crustacea II                    
1001, Slippery dick                        , Omnivorous crustacea VII                   
1002, Slippery dick                        , Omnivorous crustacea VIII                  
1003, Slippery dick                        , Omnivorous crustacea IX                   
1004, Slippery dick                        , Omnivorous crustacea X                    
1005, Slippery dick                        , Omnivorous crustacea XI                   
1006, Slippery dick                        , Carnivorous crustacea IV                   
1007, Slippery dick                        , Carnivorous ophiuroids                    
1008, Slippery dick                        , Diadema                           
1009, Slippery dick                        , Tripneustes                         
1010, Slippery dick                        , Eucidaris                          
1011, Slippery dick                        , Echinometra                         
1012, Slippery dick                        , Lytechinus                          
1013, Slippery dick                        , Deposit feeders I                      
1014, Stomatopods I                        , Cleaner crustacea I                     
1015, Stomatopods I                        , Omnivorous crustacea IX                   
1016, Stomatopods I                        , Omnivorous crustacea XI                   
1017, Stomatopods I                        , Deposit feeders II                      
1018, Stomatopods I                        , Seabream                           
1019, Stomatopods I                        , Pilotfish                          
1020, Stomatopods I                        , Goby                             
1021, Squirrelfish                         , Herbivorous micro-zooplankton                
1022, Squirrelfish                         , Omnivorous micro-zooplankton                 
1023, Squirrelfish                         , Carnivorous micro-zooplankton                
1024, Squirrelfish                         , Carnivorous micro-zooplankton                
1025, Squirrelfish                         , Macroplanktonic carnivores I                 
1026, Squirrelfish                         , Large omnivorous micro-zooplankton              
1027, Squirrelfish                         , Large omnivorous micro-zooplankton              
1028, Squirrelfish                         , Large carnivorous micro-zooplankton             
1029, Squirrelfish                         , Deposit feeders II                      
1030, Squirrelfish                         , Cleaner crustacea I                     
1031, Squirrelfish                         , Herbivorous crustacea I                   
1032, Squirrelfish                         , Herbivorous crustacea II                   
1033, Squirrelfish                         , Herbivorous crustacea III                  
1034, Squirrelfish                         , Omnivorous crustacea II                   
1035, Squirrelfish                         , Omnivorous crustacea III                   
1036, Squirrelfish                         , Carnivorous crustacea I                   
1037, Squirrelfish                         , Carnivorous crustacea II                   
1038, Squirrelfish                         , Omnivorous crustacea IV                   
1039, Squirrelfish                         , Herbivorous crustacea IV                   
1040, Squirrelfish                         , Herbivorous crustacea V                   
1041, Squirrelfish                         , Herbivorous crustacea VI                   
1042, Squirrelfish                         , Omnivorous crustacea V                    
1043, Squirrelfish                         , Carnivorous crustacea III                  
1044, Squirrelfish                         , Omnivorous crustacea VI                   
1045, Squirrelfish                         , Amphiroa crustacea I                     
1046, Squirrelfish                         , Amphiroa crustacea II                    
1047, Squirrelfish                         , Omnivorous crustacea VII                   
1048, Squirrelfish                         , Omnivorous crustacea VIII                  
1049, Squirrelfish                         , Omnivorous crustacea IX                   
1050, Squirrelfish                         , Omnivorous crustacea X                    
1051, Squirrelfish                         , Omnivorous crustacea XI                   
1052, Squirrelfish                         , Carnivorous crustacea IV                   
1053, Squirrelfish                         , Herbivorous micro-zooplankton                
1054, Squirrelfish                         , Omnivorous micro-zooplankton                 
1055, Squirrelfish                         , Carnivorous micro-zooplankton                
1056, Squirrelfish                         , Carnivorous micro-zooplankton                
1057, Squirrelfish                         , Epifaunal bivalve carnivores II               
1058, Squirrelfish                         , Detritivorous gastropods I                  
1059, Squirrelfish                         , Epiphyte grazer I                      
1060, Squirrelfish                         , Echinoid carnivores I                    
1061, Squirrelfish                         , Herbivorous gastropods IV                  
1062, Squirrelfish                         , Deposit feeders II                      
1063, Squirrelfish                         , Cleaner crustacea I                     
1064, Squirrelfish                         , Herbivorous crustacea I                   
1065, Squirrelfish                         , Herbivorous crustacea II                   
1066, Squirrelfish                         , Herbivorous crustacea III                  
1067, Squirrelfish                         , Omnivorous crustacea I (=81)                 
1068, Squirrelfish                         , Omnivorous crustacea II                   
1069, Squirrelfish                         , Omnivorous crustacea III                   
1070, Squirrelfish                         , Molluscivorous crustacea III                 
1071, Squirrelfish                         , Carnivorous crustacea I                   
1072, Squirrelfish                         , Carnivorous crustacea II                   
1073, Squirrelfish                         , Omnivorous crustacea IV                   
1074, Squirrelfish                         , Herbivorous crustacea IV                   
1075, Squirrelfish                         , Herbivorous crustacea V                   
1076, Squirrelfish                         , Herbivorous crustacea VI                   
1077, Squirrelfish                         , Omnivorous crustacea V                    
1078, Squirrelfish                         , Carnivorous crustacea III                  
1079, Squirrelfish                         , Omnivorous crustacea VI                   
1080, Squirrelfish                         , Amphiroa crustacea I                     
1081, Squirrelfish                         , Amphiroa crustacea II                    
1082, Squirrelfish                         , Omnivorous crustacea VII                   
1083, Squirrelfish                         , Omnivorous crustacea VIII                  
1084, Squirrelfish                         , Omnivorous crustacea IX                   
1085, Squirrelfish                         , Omnivorous crustacea X                    
1086, Squirrelfish                         , Omnivorous crustacea XI                   
1087, Squirrelfish                         , Carnivorous crustacea IV                   
1088, Grunt                            , Herbivorous micro-zooplankton                
1089, Grunt                            , Omnivorous micro-zooplankton                 
1090, Grunt                            , Carnivorous micro-zooplankton                
1091, Grunt                            , Carnivorous micro-zooplankton                
1092, Grunt                            , Macroplanktonic carnivores I                 
1093, Grunt                            , Large omnivorous micro-zooplankton              
1094, Grunt                            , Large omnivorous micro-zooplankton              
1095, Grunt                            , Large carnivorous micro-zooplankton             
1096, Grunt                            , Epifaunal bivalve carnivores II               
1097, Grunt                            , Detritivorous gastropods I                  
1098, Grunt                            , Epiphyte grazer I                      
1099, Grunt                            , Echinoid carnivores I                    
1100, Grunt                            , Herbivorous gastropods IV                  
1101, Grunt                            , Shallow infaunal deposit feeders I              
1102, Grunt                            , Deep infaunal soft substrate suspension feeder    
1103, Grunt                            , Shallow infaunal suspension feeders with chemosymbionts   
1104, Grunt                            , Shallow infaunal soft substrate suspension feeder     
1105, Grunt                            , Epifaunal attached hard substrate suspension feeder 
1106, Grunt                            , Epifaunal attached soft substrate suspension feeder 
1107, Grunt                            , Epifaunal free hard substrate suspension feeder   
1108, Grunt                            , Infaunal hard substrate suspension feeder        
1109, Grunt                            , Epifaunal free soft substrate suspension feeder   
1110, Grunt                            , Cleaner crustacea I                     
1111, Grunt                            , Herbivorous crustacea I                   
1112, Grunt                            , Herbivorous crustacea II                   
1113, Grunt                            , Herbivorous crustacea III                  
1114, Grunt                            , Omnivorous crustacea II                   
1115, Grunt                            , Omnivorous crustacea III                   
1116, Grunt                            , Carnivorous crustacea I                   
1117, Grunt                            , Carnivorous crustacea II                   
1118, Grunt                            , Omnivorous crustacea IV                   
1119, Grunt                            , Herbivorous crustacea IV                   
1120, Grunt                            , Herbivorous crustacea V                   
1121, Grunt                            , Herbivorous crustacea VI                   
1122, Grunt                            , Omnivorous crustacea V                    
1123, Grunt                            , Carnivorous crustacea III                  
1124, Grunt                            , Omnivorous crustacea VI                   
1125, Grunt                            , Amphiroa crustacea I                     
1126, Grunt                            , Amphiroa crustacea II                    
1127, Grunt                            , Omnivorous crustacea VII                   
1128, Grunt                            , Omnivorous crustacea VIII                  
1129, Grunt                            , Omnivorous crustacea IX                   
1130, Grunt                            , Omnivorous crustacea X                    
1131, Grunt                            , Omnivorous crustacea XI                   
1132, Grunt                            , Carnivorous crustacea IV                   
1133, Grunt                            , Macroplanktonic herbivores I                 
1134, Squirrelfish                         , Herbivorous micro-zooplankton                
1135, Squirrelfish                         , Omnivorous micro-zooplankton                 
1136, Squirrelfish                         , Carnivorous micro-zooplankton                
1137, Squirrelfish                         , Carnivorous micro-zooplankton                
1138, Squirrelfish                         , Macroplanktonic carnivores I                 
1139, Squirrelfish                         , Large omnivorous micro-zooplankton              
1140, Squirrelfish                         , Large omnivorous micro-zooplankton              
1141, Squirrelfish                         , Large carnivorous micro-zooplankton             
1142, Squirrelfish                         , Cleaner crustacea I                     
1143, Squirrelfish                         , Omnivorous crustacea IX                   
1144, Squirrelfish                         , Omnivorous crustacea XI                   
1145, Squirrelfish                         , Herbivorous crustacea I                   
1146, Squirrelfish                         , Herbivorous crustacea II                   
1147, Squirrelfish                         , Herbivorous crustacea III                  
1148, Squirrelfish                         , Omnivorous crustacea II                   
1149, Squirrelfish                         , Omnivorous crustacea III                   
1150, Squirrelfish                         , Carnivorous crustacea I                   
1151, Squirrelfish                         , Carnivorous crustacea II                   
1152, Squirrelfish                         , Omnivorous crustacea IV                   
1153, Squirrelfish                         , Herbivorous crustacea IV                   
1154, Squirrelfish                         , Herbivorous crustacea V                   
1155, Squirrelfish                         , Herbivorous crustacea VI                   
1156, Squirrelfish                         , Omnivorous crustacea V                    
1157, Squirrelfish                         , Carnivorous crustacea III                  
1158, Squirrelfish                         , Omnivorous crustacea VI                   
1159, Squirrelfish                         , Amphiroa crustacea I                     
1160, Squirrelfish                         , Amphiroa crustacea II                    
1161, Squirrelfish                         , Omnivorous crustacea VII                   
1162, Squirrelfish                         , Omnivorous crustacea VIII                  
1163, Squirrelfish                         , Omnivorous crustacea IX                   
1164, Squirrelfish                         , Omnivorous crustacea X                    
1165, Squirrelfish                         , Omnivorous crustacea XI                   
1166, Squirrelfish                         , Carnivorous crustacea IV                   
1167, Grunt                            , Herbivorous micro-zooplankton                
1168, Grunt                            , Omnivorous micro-zooplankton                 
1169, Grunt                            , Carnivorous micro-zooplankton                
1170, Grunt                            , Carnivorous micro-zooplankton                
1171, Grunt                            , Macroplanktonic carnivores I                 
1172, Grunt                            , Large omnivorous micro-zooplankton              
1173, Grunt                            , Large omnivorous micro-zooplankton              
1174, Grunt                            , Large carnivorous micro-zooplankton             
1175, Grunt                            , Shallow infaunal deposit feeders I              
1176, Grunt                            , Deep infaunal soft substrate suspension feeder    
1177, Grunt                            , Shallow infaunal suspension feeders with chemosymbionts   
1178, Grunt                            , Shallow infaunal soft substrate suspension feeder     
1179, Grunt                            , Epifaunal attached hard substrate suspension feeder 
1180, Grunt                            , Epifaunal attached soft substrate suspension feeder 
1181, Grunt                            , Epifaunal free hard substrate suspension feeder   
1182, Grunt                            , Infaunal hard substrate suspension feeder        
1183, Grunt                            , Epifaunal free soft substrate suspension feeder   
1184, Grunt                            , Epifaunal bivalve carnivores II               
1185, Grunt                            , Detritivorous gastropods I                  
1186, Grunt                            , Epiphyte grazer I                      
1187, Grunt                            , Echinoid carnivores I                    
1188, Grunt                            , Herbivorous gastropods IV                  
1189, Grunt                            , Deposit feeders II                      
1190, Grunt                            , Stomatopods I                        
1191, Grunt                            , Cleaner crustacea I                     
1192, Grunt                            , Herbivorous crustacea I                   
1193, Grunt                            , Herbivorous crustacea II                   
1194, Grunt                            , Herbivorous crustacea III                  
1195, Grunt                            , Omnivorous crustacea II                   
1196, Grunt                            , Omnivorous crustacea III                   
1197, Grunt                            , Carnivorous crustacea I                   
1198, Grunt                            , Carnivorous crustacea II                   
1199, Grunt                            , Omnivorous crustacea IV                   
1200, Grunt                            , Herbivorous crustacea IV                   
1201, Grunt                            , Herbivorous crustacea V                   
1202, Grunt                            , Herbivorous crustacea VI                   
1203, Grunt                            , Omnivorous crustacea V                    
1204, Grunt                            , Carnivorous crustacea III                  
1205, Grunt                            , Omnivorous crustacea VI                   
1206, Grunt                            , Amphiroa crustacea I                     
1207, Grunt                            , Amphiroa crustacea II                    
1208, Grunt                            , Omnivorous crustacea VII                   
1209, Grunt                            , Omnivorous crustacea VIII                  
1210, Grunt                            , Omnivorous crustacea IX                   
1211, Grunt                            , Omnivorous crustacea X                    
1212, Grunt                            , Omnivorous crustacea XI                   
1213, Grunt                            , Carnivorous crustacea IV                   
1214, Grunt                            , Macroplanktonic herbivores I                 
1215, Sharptail eel                        , Stomatopods I                        
1216, Sharptail eel                        , Herbivorous crustacea I                   
1217, Sharptail eel                        , Herbivorous crustacea II                   
1218, Sharptail eel                        , Herbivorous crustacea III                  
1219, Sharptail eel                        , Omnivorous crustacea II                   
1220, Sharptail eel                        , Omnivorous crustacea III                   
1221, Sharptail eel                        , Carnivorous crustacea I                   
1222, Sharptail eel                        , Carnivorous crustacea II                   
1223, Sharptail eel                        , Omnivorous crustacea IV                   
1224, Sharptail eel                        , Herbivorous crustacea IV                   
1225, Sharptail eel                        , Herbivorous crustacea V                   
1226, Sharptail eel                        , Herbivorous crustacea VI                   
1227, Sharptail eel                        , Omnivorous crustacea V                    
1228, Sharptail eel                        , Carnivorous crustacea III                  
1229, Sharptail eel                        , Omnivorous crustacea VI                   
1230, Sharptail eel                        , Amphiroa crustacea I                     
1231, Sharptail eel                        , Amphiroa crustacea II                    
1232, Sharptail eel                        , Omnivorous crustacea VII                   
1233, Sharptail eel                        , Omnivorous crustacea VIII                  
1234, Sharptail eel                        , Omnivorous crustacea IX                   
1235, Sharptail eel                        , Omnivorous crustacea X                    
1236, Sharptail eel                        , Omnivorous crustacea XI                   
1237, Sharptail eel                        , Carnivorous crustacea IV                   
1238, Sharptail eel                        , Diadema                           
1239, Sharptail eel                        , Tripneustes                         
1240, Sharptail eel                        , Eucidaris                          
1241, Sharptail eel                        , Echinometra                         
1242, Sharptail eel                        , Lytechinus                          
1243, Squirrelfish                         , Cleaner crustacea I                     
1244, Squirrelfish                         , Omnivorous crustacea IX                   
1245, Squirrelfish                         , Omnivorous crustacea X                    
1246, Squirrelfish                         , Omnivorous crustacea I (=81)                 
1247, Squirrelfish                         , Molluscivorous crustacea III                 
1248, Squirrelfish                         , Herbivorous crustacea I                   
1249, Squirrelfish                         , Herbivorous crustacea II                   
1250, Squirrelfish                         , Herbivorous crustacea III                  
1251, Squirrelfish                         , Omnivorous crustacea II                   
1252, Squirrelfish                         , Omnivorous crustacea III                   
1253, Grunt                            , Epifaunal bivalve carnivores II               
1254, Grunt                            , Detritivorous gastropods I                  
1255, Grunt                            , Epiphyte grazer I                      
1256, Grunt                            , Echinoid carnivores I                    
1257, Grunt                            , Herbivorous gastropods IV                  
1258, Grunt                            , Deposit feeders II                      
1259, Grunt                            , Cleaner crustacea I                     
1260, Grunt                            , Omnivorous crustacea IX                   
1261, Grunt                            , Omnivorous crustacea XI                   
1262, Grunt                            , Herbivorous crustacea I                   
1263, Grunt                            , Herbivorous crustacea II                   
1264, Grunt                            , Herbivorous crustacea III                  
1265, Grunt                            , Omnivorous crustacea I (=81)                 
1266, Grunt                            , Omnivorous crustacea II                   
1267, Grunt                            , Omnivorous crustacea III                   
1268, Grunt                            , Molluscivorous crustacea III                 
1269, Grunt                            , Carnivorous crustacea I                   
1270, Grunt                            , Carnivorous crustacea II                   
1271, Grunt                            , Omnivorous crustacea IV                   
1272, Grunt                            , Herbivorous crustacea IV                   
1273, Grunt                            , Herbivorous crustacea V                   
1274, Grunt                            , Herbivorous crustacea VI                   
1275, Grunt                            , Carnivorous ophiuroids                    
1276, Grunt                            , Diadema                           
1277, Grunt                            , Tripneustes                         
1278, Grunt                            , Eucidaris                          
1279, Grunt                            , Echinometra                         
1280, Grunt                            , Lytechinus                          
1281, Grunt                            , Deposit feeders I                      
1282, Grunt                            , Macroplanktonic herbivores I                 
1283, Wrasse                            , Epifaunal bivalve carnivores II               
1284, Wrasse                            , Detritivorous gastropods I                  
1285, Wrasse                            , Epiphyte grazer I                      
1286, Wrasse                            , Echinoid carnivores I                    
1287, Wrasse                            , Herbivorous gastropods IV                  
1288, Wrasse                            , Shallow infaunal deposit feeders I              
1289, Wrasse                            , Deep infaunal soft substrate suspension feeder    
1290, Wrasse                            , Shallow infaunal suspension feeders with chemosymbionts   
1291, Wrasse                            , Shallow infaunal soft substrate suspension feeder     
1292, Wrasse                            , Epifaunal attached hard substrate suspension feeder 
1293, Wrasse                            , Epifaunal attached soft substrate suspension feeder 
1294, Wrasse                            , Epifaunal free hard substrate suspension feeder   
1295, Wrasse                            , Infaunal hard substrate suspension feeder        
1296, Wrasse                            , Epifaunal free soft substrate suspension feeder   
1297, Wrasse                            , Deposit feeders II                      
1298, Wrasse                            , Herbivorous crustacea I                   
1299, Wrasse                            , Herbivorous crustacea II                   
1300, Wrasse                            , Herbivorous crustacea III                  
1301, Wrasse                            , Omnivorous crustacea II                   
1302, Wrasse                            , Omnivorous crustacea III                   
1303, Wrasse                            , Carnivorous ophiuroids                    
1304, Wrasse                            , Holothurian detritivores                   
1305, Wrasse                            , Diadema                           
1306, Wrasse                            , Tripneustes                         
1307, Wrasse                            , Eucidaris                          
1308, Wrasse                            , Echinometra                         
1309, Wrasse                            , Lytechinus                          
1310, Wrasse                            , Deposit feeders I                      
1311, Wrasse                            , Spongivorous nudibranchs                   
1312, Wrasse                            , Omnivorous gastropod                     
1313, Wrasse                            , Herbivorous gastropods I                   
1314, Wrasse                            , Herbivorous gastropods II                  
1315, Wrasse                            , Herbivorous gastropods III                  
1316, Wrasse                            , Corallivorous gastropods IV                 
1317, Wrasse                            , Epifaunal bivalve carnivores I                
1318, Wrasse                            , Sponge-anemone carnivores I                 
1319, Wrasse                            , Epifaunal attached hard substrate suspension feeder 
1320, Wrasse                            , Epifaunal free hard substrate suspension feeder   
1321, Wrasse                            , Deposit feeders II                      
1322, Wrasse                            , Omnivorous crustacea VIII                  
1323, Wrasse                            , Omnivorous crustacea XI                   
1324, Wrasse                            , Coral macrocrustacean I                   
1325, Wrasse                            , Coral macrocrustacean II                   
1326, Wrasse                            , Coral macrocrustacean III                  
1327, Wrasse                            , Coral macrocrustacean IV                   
1328, Wrasse                            , Coral macrocrustacean V                   
1329, Wrasse                            , Coral macrocrustacean VI 
1330, Wrasse                            , Herbivorous crustacea V                   
1331, Wrasse                            , Herbivorous crustacea VI                   
1332, Wrasse                            , Omnivorous crustacea V                    
1333, Wrasse                            , Carnivorous crustacea III                  
1334, Wrasse                            , Omnivorous crustacea VI                   
1335, Wrasse                            , Amphiroa crustacea I                     
1336, Wrasse                            , Omnivorous crustacea VII                   
1337, Wrasse                            , Carnivorous ophiuroids                    
1338, Wrasse                            , Diadema                           
1339, Wrasse                            , Tripneustes                         
1340, Wrasse                            , Eucidaris                          
1341, Nurse shark                         , Epifaunal attached hard substrate suspension feeder 
1342, Nurse shark                         , Epifaunal free hard substrate suspension feeder   
1343, Nurse shark                         , Spongivorous nudibranchs                   
1344, Nurse shark                         , Omnivorous gastropod                     
1345, Nurse shark                         , Herbivorous gastropods I                   
1346, Nurse shark                         , Herbivorous gastropods II                  
1347, Nurse shark                         , Herbivorous gastropods III                  
1348, Nurse shark                         , Corallivorous gastropods IV                 
1349, Nurse shark                         , Epifaunal bivalve carnivores I                
1350, Nurse shark                         , Sponge-anemone carnivores I                 
1351, Nurse shark                         , Gorgonian carnivores I                    
1352, Nurse shark                         , Herbivorous gastropod carnivores I              
1353, Nurse shark                         , Caribbean Reef Octopus                    
1354, Nurse shark                         , Slender Inshore Squid                    
1355, Nurse shark                         , Caribbean Reef Squid                     
1356, Nurse shark                         , Omnivorous crustacea VIII                  
1357, Nurse shark                         , Omnivorous crustacea XI                   
1358, Nurse shark                         , Molluscivorous crustacea II                 
